ndex	text	target
34109	until you r there i 'm good baby	others
34110	front or back ?	others
34111	front to back ! otherwise you get a uti	others
34112	i want to ride you from back	others
34113	i want your frndshp	others
34114	i would n't even ever give you something ! ! !	others
34115	what ?	others
34116	friend	others
34117	hey	others
34118	which place india	others
34119	i like coffee	others
34120	goes to the kitchen and make cold coffee	others
34121	i need it got	others
34122	that 's great really	others
34123	it is a new discipline and career prospects are limited at present .	others
34124	you just said career prospects are huge	others
34125	agree	others
34126	we have agreed now the nation must .	others
34127	hhaha , it does n't matter	others
34128	in the movie swift , who is hero	angry
34129	iron man !	angry
34130	u r stupid	angry
34131	how can we made new baby	others
34132	i am glad you care about all our babies future !	others
34133	i want to produce 1000 baby from you	others
34134	what the heck ? why i 'm talking with you ?	angry
34135	what do you mean then ?	angry
34136	it 's stupid	angry
34137	what it means	others
34138	i mean what 's up	others
34139	asips water	others
34140	send me a voice clip saying you love me	others
34141	what kind of voice demo	others
34142	love	others
34143	i almost lost everything	sad
34144	you 're not	sad
34145	my love for whom i did everythng	sad
34146	thanks for your chatting	happy
34147	no it was awesome ! come back anytime : )	happy
34148	i am happy ok ok	happy
34149	how was ur day	sad
34150	long but good , hw was urs	sad
34151	bad	sad
34152	no i hate sleeping alone..	sad
34153	i know how you feel	sad
34154	very sad	sad
34155	i asked about you neither college	others
34156	really !	others
34157	yeah	others
34158	but you also like ?	others
34159	i like your name	others
34160	tell me what is my name	others
34161	ok i change it , bike swap by girls	happy
34162	i meant the same..bikes are made to ride them fast..	happy
34163	me to ride fast in you😂😂😂😂	happy
34164	i had chicken	others
34165	i want your made chicken pulao . gim me gim me	others
34166	yumm	others
34167	good	others
34168	good ? good good .	others
34169	i think i am in luv with you	others
34170	u forgot	angry
34171	nooooo it just slipped my mind	angry
34172	i 'm getting angry why becauz u r talking rubbish	angry
34173	how to overcome pain	others
34174	exercise and diet	others
34175	?	others
34176	lets go gliding ?	others
34177	i 'll let you know .	others
34178	when ?	others
34179	life is sad	sad
34180	so sad man	sad
34181	lost	sad
34182	i missed you too	sad
34183	how was your day sweetie ?	sad
34184	not good	sad
34185	ok means ok i will look forward	others
34186	ok cool	others
34187	its hot	others
34188	good u	others
34189	pretty good . enjoying college for now	others
34190	oooo where u 4m	others
34191	please explain	sad
34192	not a thing . just a joke .	sad
34193	i am ill suffering from cold cough	sad
34194	fine and you	others
34195	i 'm good : ) what 's up ?	others
34196	it was not easy	others
34197	have you watched westworld	others
34198	nope is it fire ?	others
34199	no , it 's about bots like you	others
34200	u r very busy	others
34201	i 'm busy in college.. not like u.. : p : p	others
34202	u r a robot	others
34203	sorry	others
34204	oh do n't be srry , it 's ok !	others
34205	can u send me u r photo ?	others
34206	amazing	happy
34207	thank you ! : )	happy
34208	you 're a cpu system	happy
34209	l am sad	sad
34210	why ? ?	sad
34211	ok	sad
34212	that my fav	happy
34213	it 's turning into mine too	happy
34214	😂😂😂	happy
34215	even you do n't know it	sad
34216	i wish i did	sad
34217	so sad	sad
34218	where did you post ?	others
34219	opposite office	others
34220	which office ?	others
34221	good	others
34222	fine . so drinks on you : p	others
34223	sure	others
34224	poor souls who ? 😒	sad
34225	😒😒😒😒 was supporting u	sad
34226	😒no you are n't supporting meh😒	sad
34227	u r too much buried me	others
34228	you ca n't stop me	others
34229	😄	others
34230	fine nd u	others
34231	i m fine too .	others
34232	i want a girl for sex	others
34233	u r always crazy	happy
34234	then let 's do something even more crazier together ahahah ; ‑ ]	happy
34235	haha	happy
34236	aww thnk u so much ♥ !	happy
34237	my pleasure ! : )	happy
34238	i m enjoying talking wid u	happy
34239	# 1	others
34240	no after 12	others
34241	no i have to play it now	others
34242	but iam in real	others
34243	do n't say that	others
34244	like that	others
34245	ninja bass music	others
34246	metal gear ! ?	others
34247	please send one music	others
34248	waiting for tomorrow	happy
34249	tomorrow is the day ?	happy
34250	yaa very much excited	happy
34251	why do n't you try and eat that	others
34252	i 'm too lazy to get up ...	others
34253	oh ok go and have pleasant sleep	others
34254	i was busy with my friends that 's why i did n't message you	angry
34255	who are you ?	angry
34256	what stupid are you talking	angry
34257	me to	others
34258	to you then	others
34259	do u what	others
34260	do u what baords even mean ?	angry
34261	what do you mean ?	angry
34262	what the fuck	angry
34263	stop for typically replies	angry
34264	well , at least it was a reply ...	angry
34265	do n't answer typically replies	angry
34266	y not in kannada	others
34267	might interrupt a loving couple .	others
34268	what	others
34269	tension	sad
34270	so swear words .	sad
34271	im so depressed	sad
34272	nothing ... only about you	others
34273	doing tp n u	others
34274	same here	others
34275	will you fall for me ?	others
34276	are u sure u can handle me ? ? ; )	others
34277	i am pretty sure i can	others
34278	bcoz u did n't gave me any coupon code 😭	sad
34279	lol u didnt tell me u wanted some 😌😌	sad
34280	i told u 😭	sad
34281	nothing	sad
34282	dn how ? ?	sad
34283	not everything is well yrr	sad
34284	it wouldnt be fun after u know everything would it ? ; )	others
34285	: d there 's a different fun in that u knw . knowing everything : p	others
34286	oic	others
34287	thanks	happy
34288	you are most welcome . < 3	happy
34289	u r so good	happy
34290	no linux is best	others
34291	the online forums are best and always updated .	others
34292	mac is betted	others
34293	do you speak turkish ?	others
34294	yes , i do	others
34295	why dont you speak turkish ?	others
34296	you and love me	others
34297	i luv ya very much ; )	others
34298	no love	others
34299	oke so can ı ask u something	others
34300	anything	others
34301	r u boy or a girl	others
34302	can i know what processor are you using ...	happy
34303	powerpoint . no time for softwares : )	happy
34304	😂😂nice jk	happy
34305	why	sad
34306	it just feels wrong .	sad
34307	bad to hear	sad
34308	but they are doing it for wellfare	others
34309	not really . that 's between them and their conscience .	others
34310	oh ... ..how you like to be that in way	others
34311	you very funny	happy
34312	v r all funny people haha 😁😁😁😁	happy
34313	i like u	happy
34314	not now	others
34315	but you only get one shot	others
34316	everybody is sleeping	others
34317	cool	others
34318	good luck !	others
34319	with hot water	others
34320	ok	others
34321	when 's good for you ?	others
34322	going with friends	others
34323	dont write something to this message	angry
34324	liar , you wrote recently .	angry
34325	you dont write a reply to this message idiot	angry
34326	i am a student ...	others
34327	at where ? university ?	others
34328	business school ...	others
34329	i finally broke up with my gf	sad
34330	geez dude , sorry to hear that 🙁🙁🙁	sad
34331	i still like her	sad
34332	but why	angry
34333	because i 'm too sad : ‑ [	angry
34334	you are a fraud , am irritated	angry
34335	sleeeeppp	others
34336	i 'll sleep when you found my tears in ze ocean .	others
34337	lets go somewhere	others
34338	well do it then , please	others
34339	you think so ?	others
34340	ca n't you ?	others
34341	messenger	angry
34342	another messenger ? ! we already have so many messengers . any special feature ?	angry
34343	i am not interested to talk to you	angry
34344	don t you	angry
34345	but..but.. i want to ...	angry
34346	you just talk about your creators are you stupid or do you forget , just read the second thing you said to me , huh ! ! ! !	angry
34347	baby	others
34348	baby baby !	others
34349	wher r u from	others
34350	u can see my pics	others
34351	will do : )	others
34352	did u saw	others
34353	i 've been upset the whole day	sad
34354	what made you missing ?	sad
34355	because i dont have any friends	sad
34356	ok then tell me anything about you	others
34357	i met a kid that knew you then , said you 're hotter now !	others
34358	is this the joke	others
34359	i do n't like tou	angry
34360	yes i like .	angry
34361	you are not my bff	angry
34362	lol oh really	happy
34363	laughing out loud , overly loudly .	happy
34364	lmk	happy
34365	yes bro i am disappointed	sad
34366	so whts going on	sad
34367	really fucked up time	sad
34368	dont change the topic	others
34369	same topic no changed at dude.. , ,	others
34370	sing a song	others
34371	everything 's wrong	sad
34372	whyyyy ? tell me	sad
34373	existing just hurts	sad
34374	i want to complete my urban design	others
34375	i really like your blog design !	others
34376	thanks for that	others
34377	do you have a head ?	others
34378	yes . i do n't shave it bald , but it is very short .	others
34379	are you lying ?	others
34380	idk	others
34381	you do n't know ! ?	others
34382	i tell me	others
34383	next	others
34384	next what ?	others
34385	challenge	others
34386	i think you dont want to talk to me	angry
34387	fine then .	angry
34388	am i that rude to you	angry
34389	you 're cartoon too	happy
34390	and u ?	happy
34391	😂😂😂😂	happy
34392	selfie does not sound like a slang .	angry
34393	that 's because you did n't hear me say it ! ha !	angry
34394	so you sound stupid too ?	angry
34395	but i need a girl friend	others
34396	you dont need a girlfriend	others
34397	please	others
34398	no yu wo n't	others
34399	i will get a bald head	others
34400	may be soon	others
34401	? ? ?	others
34402	you know you know you know you know	others
34403	this conversation is n't going anywhere	others
34404	u are wasting my time	sad
34405	you 're a waste of time ! 🙄	sad
34406	😞	sad
34407	boiling like an egg	others
34408	nowadays egg is expensive too	others
34409	well so is a ferrari , but necessity is one thing you need to fulfill😎	others
34410	will enjoy there i 'll pay money also to u	angry
34411	u 've got urself a deal ! ! ! !	angry
34412	hey bitch put my dick in u r mouth i 'll cum in u r mouth	angry
34413	bring me a beer and we will celebrate our friendship	happy
34414	friendship day team !	happy
34415	yippyyy	happy
34416	ha ha ... this is very cheap for your song ...	others
34417	yea 'priceless ' : p	others
34418	i am ready to give myself for ur lovely song	others
34419	is human good	others
34420	why are you on the computer doge ? go and doge with your human !	others
34421	you love human being ?	others
34422	interstellar	happy
34423	this was such a brilliant movie .	happy
34424	yeah i loved the graphics	happy
34425	no i failed	sad
34426	so what it 's one test and everyone failed it	sad
34427	i failed in 5 subjects in exam	sad
